Sitename: Willow Creek Wisconsin USA
Location: Latitude: 45.9059  Longitude: -90.0799  Elevation (masl): 515
Principal investigator: Ankur Desai
Ecosystem type: DBF Deciduous Broadleaf Forest
File creation date: 11MAY2011
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2005,0,17.16667,17,400,0.532,-27.096,310.146,2.633,0.863,0.923,-0.06,-6.506,-6999,-1.21,-6999,3.135,0.103,0,0.724,5,0,100,97,384.3,0,21.312,30.663,-46.586,0,0,-6999,-6999,1.219,158.57,203.938,0.574,0.432,0,384.39,29.6,-6999,-9999,-6999,-6999
2005,0,17.18750,17,430,0.448,-27.353,310.985,2.76,1.054,1.038,0.017,-0.037,-6999,1.062,-6999,3.135,0.056,0,0.678,5,0,100,97.023,384.353,0,21.257,30.661,-39.77,0,0,-6999,-6999,1.271,164.976,203.477,0.557,0.42,0,384.329,29.6,-6999,-9999,-6999,-6999
2005,0,17.20833,17,500,0.446,-27.466,316.088,2.91,0.417,0.487,-0.069,-11.326,-6999,1.22,-6999,3.135,0.103,0,0.718,5,0,100,97.044,384.264,0,21.202,30.659,-33.478,0,0,-6999,-6999,1.31,171.229,203.398,0.549,0.43,0,384.234,29.6,-6999,-9999,-6999,-6999
2005,0,17.22917,17,530,0.429,-27.603,317.169,2.89,-0.235,-0.102,-0.133,-7.018,-6999,-0.628,-6999,3.135,0.033,0,0.648,5,0,100,97.035,384.053,0,21.147,30.656,-28.236,0,0,-6999,-6999,1.276,176.151,203.112,0.539,0.413,0,384.039,29.6,-6999,-9999,-6999,-6999
2005,0,17.25000,17,600,0.451,-27.655,314.278,2.687,1.224,1.28,-0.055,-20.225,-6999,-0.741,-6999,3.135,0.077,0,0.704,5,0,100,97.039,384.095,0,21.092,30.653,-24.343,0,0,-6999,-6999,1.386,180.042,203,0.535,0.427,0,383.951,29.6,-6999,-9999,-6999,-6999
2005,0,17.27083,17,630,0.441,-27.766,314.135,2.823,-0.667,-0.629,-0.037,-17.291,-6999,-1.324,-6999,3.135,0.016,0,0.643,5,0,100,97.077,384.015,0,21.035,30.651,-21.193,0,0,-6999,-6999,1.409,182.913,202.697,0.527,0.411,0,383.897,29.6,-6999,-9999,-6999,-6999
2005,0,17.29167,17,700,0.406,-27.815,310.644,2.897,0.672,0.747,-0.074,-14.851,-6999,-0.623,-6999,3.135,0.063,0,0.713,5,0,100,97.112,383.908,0,20.978,30.648,-19.032,0.201,0,-6999,-6999,1.878,185.546,202.702,0.524,0.429,0,383.892,29.6,-6999,-9999,-6999,-6999
2005,0,17.31250,17,730,0.548,-27.738,321.17,3.295,-0.045,-0.006,-0.039,-19.509,-6999,2.15,-6999,3.135,0.005,0,0.655,5,0,100,97.146,383.855,0,20.922,30.645,5.548,16.293,43.021,-6999,-6999,22.387,188.493,203.58,0.524,0.414,0,383.806,29.6,-6999,-9999,-6999,-6999
2005,0,17.33333,17,800,0.481,-27.286,326.949,3.289,1.114,1.008,0.106,-9.066,-6999,-0.532,-6999,3.052,0.059,0,0.717,5,0,100,97.195,384.017,0,20.864,30.642,58.098,69.854,117.407,-6999,-6999,44.964,191.665,206.01,0.539,0.43,-0.307,383.927,29.6,-6999,-9999,-6999,-6999
2005,0,17.35417,17,830,0.574,-26.372,330.557,3.138,-0.083,-0.169,0.087,14.221,-6999,0.847,-6999,3.052,-0.03,0,0.606,5,0,100,97.209,384.117,0,20.804,30.637,112.542,172.89,185.512,-6999,-6999,57.296,193.952,209.626,0.583,0.402,-0.307,383.987,29.6,-6999,-9999,-6999,-6999
2005,0,17.37500,17,900,0.537,-25.144,336.634,3.865,-0.77,-0.435,-0.335,48.365,-6999,-3.032,-6999,3.303,-0.108,0,0.516,5,0,100,97.22,383.639,0,20.748,30.637,155.83,317.99,242.893,-6999,-6999,66.72,193.721,214.065,0.651,0.381,-0.307,383.727,29.6,-6999,-9999,-6999,-6999
2005,0,17.39583,17,930,0.582,-24.149,337.317,3.687,2,2.02,-0.02,93.832,-6999,0.769,-6999,3.386,-0.171,0,0.451,5,0,100,97.248,383.572,0,20.69,30.634,190.281,447.147,297.385,-6999,-6999,74.703,185.272,217.675,0.7,0.366,-0.307,383.669,29.6,-6999,-9999,-6999,-6999
2005,0,17.41667,17,1000,0.631,-23.595,342.999,3.385,3.64,3.464,0.176,128.267,-6999,2.946,-6999,3.051,-0.053,0,0.568,5,0,100,97.277,383.944,0,20.63,30.632,224.847,558.087,359.54,-6999,-6999,79.931,165.891,220.654,0.72,0.393,-0.307,383.922,29.6,-6999,-9999,-6999,-6999
2005,0,17.43750,17,1030,0.538,-22.669,338.826,2.658,-1.08,-0.936,-0.144,189.922,-6999,1.557,-6999,2.717,-0.071,0,0.567,5,0,100,97.282,383.769,0,20.569,30.628,276.956,654.754,435.606,-6999,-6999,83.995,150.743,225.399,0.766,0.393,-0.307,383.76,29.6,-6999,-9999,-6999,-6999
2005,0,17.45833,17,1100,0.559,-21.744,342.308,3.06,2.11,2.373,-0.263,177.744,-6999,-6.617,-6999,2.299,-0.051,0,0.599,5,0,100,97.288,383.359,0,20.507,30.626,305.313,735.844,473.6,-6999,-6999,85.673,146.987,229.601,0.775,0.401,-0.307,383.345,29.6,-6999,-9999,-6999,-6999
2005,0,17.47917,17,1130,0.732,-21.207,345.346,2.748,5.583,5.812,-0.228,273.112,-6999,1.703,-6999,2.048,-0.112,0,0.547,5,0,91.846,97.292,383.006,0.01,20.444,30.623,267.338,751.991,441.211,-6999,-6999,88.694,147.582,232.762,0.746,0.388,-0.307,383.055,29.6,-6999,-9999,-6999,-6999
2005,0,17.50000,17,1200,0.678,-20.635,339.459,2.095,3.019,3.028,-0.008,252.583,-6999,7.827,-6999,1.881,-0.093,0,0.566,5,0,85.985,97.286,383.103,0.017,20.381,30.62,227.904,798.62,408.152,-6999,-6999,92.007,147.962,236.203,0.745,0.393,-0.307,383.064,29.6,-6999,-9999,-6999,-6999
2005,0,17.52083,17,1230,0.554,-20.314,347.918,2.41,3.08,3.108,-0.027,236.217,-6999,8.221,-6999,1.672,-0.157,0,0.491,5,0,81.726,97.267,382.887,0.023,20.319,30.617,212.924,787.341,391.137,-6999,-6999,88.854,148.285,237.644,0.744,0.375,-0.307,383.019,29.6,-6999,-9999,-6999,-6999
2005,0,17.54167,17,1300,0.532,-19.99,353.747,2.364,1.154,1.214,-0.059,232.208,-6999,5.566,-6999,1.63,-0.12,0,0.513,5,0,79.655,97.257,382.834,0.026,20.256,30.615,214.663,753.091,386.813,-6999,-6999,82.464,148.424,238.11,0.75,0.38,-0.307,382.991,29.6,-6999,-9999,-6999,-6999
2005,0,17.56250,17,1330,0.624,-19.646,344.743,2.13,2.805,2.786,0.02,233.134,-6999,7.641,-6999,1.547,-0.168,0,0.459,5,0,76.789,97.247,382.922,0.031,20.191,30.613,205.005,691.017,367.65,-6999,-6999,72.954,148.333,238.025,0.755,0.368,-0.307,382.854,29.6,-6999,-9999,-6999,-6999
2005,0,17.58333,17,1400,0.414,-19.358,349.58,2.081,1.866,1.981,-0.115,179.307,-6999,4.597,-6999,1.505,-0.131,0,0.485,5,0,74.838,97.248,382.824,0.034,20.125,30.61,165.303,604.461,317.229,-6999,-6999,62.65,148.218,237.494,0.756,0.374,-0.307,382.935,29.6,-6999,-9999,-6999,-6999
2005,0,17.60417,17,1430,0.467,-19.114,336.669,1.444,1.671,1.76,-0.088,161.778,-6999,0.95,-6999,1.505,-0.208,0,0.41,5,0,73.549,97.244,382.707,0.036,20.06,30.607,111.777,494.701,251.539,-6999,-6999,51.722,148.188,236.228,0.763,0.357,-0.307,382.594,29.6,-6999,-9999,-6999,-6999
2005,0,17.62500,17,1500,0.459,-19.094,0.053,2.002,0.733,0.8,-0.066,111.874,-6999,2.19,-6999,1.505,-0.152,0,0.475,5,0,72.016,97.247,382.537,0.039,19.999,30.605,50.677,360.431,178.831,-6999,-6999,41.816,147.834,234.173,0.763,0.372,-0.307,382.516,29.6,-6999,-9999,-6999,-6999
2005,0,17.64583,17,1530,0.32,-19.308,2.113,1.833,0.238,0.253,-0.015,55.31,-6999,0.767,-6999,1.505,-0.168,0,0.454,5,0,72.173,97.258,382.48,0.038,19.938,30.602,-10.9,236.784,105.396,-6999,-6999,32.565,147.281,231.013,0.747,0.367,-0.307,382.499,29.6,-6999,-9999,-6999,-6999
2005,0,17.66667,17,1600,0.249,-19.553,359.275,1.54,0.365,0.273,0.093,24.577,-6999,-0.821,-6999,1.547,-0.106,0,0.524,5,0,72.921,97.279,382.623,0.036,19.879,30.598,-60.249,100.27,38.874,-6999,-6999,18.878,147.011,227.256,0.746,0.383,-0.307,382.592,29.6,-6999,-9999,-6999,-6999
2005,0,17.68750,17,1630,0.115,-20.102,1.872,0.873,0.315,0.213,0.103,1.578,-6999,0.048,-6999,1.672,-0.156,0,0.474,5,0,77.43,97.276,382.791,0.029,19.828,30.597,-78.52,17.533,0.463,-6999,-6999,3.317,147.252,222.919,0.743,0.371,-0.307,382.708,29.6,-6999,-9999,-6999,-6999
2005,0,17.70833,17,1700,0.142,-20.425,350.07,1.205,0.577,0.36,0.218,5.002,-6999,-0.38,-6999,1.964,-0.156,0,0.448,5,0,81.166,97.267,382.853,0.023,19.771,30.592,-74.584,0.222,0,-6999,-6999,2.37,147.433,219.648,0.732,0.365,0,382.825,29.6,-6999,-9999,-6999,-6999
2005,0,17.72917,17,1730,0.132,-20.454,8.579,1.138,-0.247,-0.085,-0.161,5.273,-6999,0.353,-6999,2.382,-0.227,0,0.38,5,0,82.012,97.272,382.864,0.022,19.724,30.591,-73.04,0,0,-6999,-6999,2.591,147.923,218.373,0.737,0.351,0,382.37,29.6,-6999,-9999,-6999,-6999
2005,0,17.75000,17,1800,0.12,-20.473,18.022,1.215,0.114,0.082,0.032,2.586,-6999,0.345,-6999,2.382,-0.117,0,0.484,5,0,83.96,97.268,382.637,0.02,19.678,30.589,-71.982,0,0,-6999,-6999,2.74,148.228,217.471,0.741,0.374,0,382.636,29.6,-6999,-9999,-6999,-6999
2005,0,17.77083,17,1830,0.15,-20.607,24.03,1.014,0.497,0.36,0.138,1.783,-6999,0.171,-6999,2.591,-0.102,0,0.49,5,0,84.397,97.268,382.733,0.019,19.633,30.585,-70.924,0,0,-6999,-6999,2.842,148.604,216.687,0.732,0.375,0,382.701,29.6,-6999,-9999,-6999,-6999
2005,0,17.79167,17,1900,0.169,-20.942,87.095,0.822,0.579,0.444,0.135,0.252,-6999,1.347,-6999,2.633,-0.031,0,0.555,5,0,84.414,97.249,382.877,0.019,19.591,30.582,-69.47,0,0,-6999,-6999,3.004,149.019,215.486,0.715,0.39,0,382.824,29.6,-6999,-9999,-6999,-6999
2005,0,17.81250,17,1930,0.173,-21.327,102.231,1.112,0.015,0.014,0.002,-7.235,-6999,-0.186,-6999,2.633,-0.076,0,0.513,5,0,83.89,97.253,382.78,0.019,19.551,30.579,-68.231,0,0,-6999,-6999,2.511,149.691,215.412,0.701,0.38,0,382.811,29.6,-6999,-9999,-6999,-6999
2005,0,17.83333,17,2000,0.176,-21.416,112.405,1.283,-0.052,0.19,-0.241,-15.781,-6999,-0.139,-6999,2.633,-0.013,0,0.582,5,0,85.759,97.253,382.721,0.016,19.512,30.576,-67.487,0,0,-6999,-6999,2.257,150.048,215.279,0.712,0.396,0,382.818,29.6,-6999,-9999,-6999,-6999
2005,0,17.85417,17,2030,0.182,-21.201,135.349,1.248,0.116,0.032,0.085,-18.54,-6999,-0.034,-6999,2.633,-0.064,0,0.539,5,0,86.548,97.262,382.848,0.016,19.474,30.573,-66.847,0,0,-6999,-6999,2.319,150.219,214.748,0.728,0.386,0,383.003,29.6,-6999,-9999,-6999,-6999
2005,0,17.87500,17,2100,0.232,-21.253,150.662,1.694,0.414,0.402,0.013,-26.056,-6999,-0.917,-6999,2.633,-0.006,0,0.598,5,0,86.785,97.219,382.87,0.015,19.436,30.57,-66.363,0,0,-6999,-6999,2.102,150.649,214.912,0.734,0.4,0,382.978,29.6,-6999,-9999,-6999,-6999
2005,0,17.89583,17,2130,0.302,-21.876,172.12,1.965,0.012,0.107,-0.094,-39.053,-6999,0.004,-6999,2.675,-0.05,0,0.553,5,0,89.579,97.172,382.867,0.012,19.399,30.569,-64.846,0,0,-6999,-6999,1.616,151.048,214.278,0.722,0.39,0,382.836,29.6,-6999,-9999,-6999,-6999
2005,0,17.91667,17,2200,0.335,-22.256,165.557,2.053,-0.223,-0.284,0.062,-24.094,-6999,-0.605,-6999,2.675,-0.005,0,0.604,5,0,92.456,97.153,382.989,0.008,19.361,30.565,-64.365,0,0,-6999,-6999,1.592,151.118,213.892,0.714,0.402,0,382.963,29.6,-6999,-9999,-6999,-6999
2005,0,17.93750,17,2230,0.342,-22.467,170.965,2.099,0.544,0.419,0.126,-14.002,-6999,-0.697,-6999,2.842,-0.059,0,0.542,5,0,93.652,97.134,383.096,0.007,19.325,30.563,-63.312,0,0,-6999,-6999,1.584,151.831,213.56,0.711,0.387,0,382.993,29.6,-6999,-9999,-6999,-6999
2005,0,17.95833,17,2300,0.36,-22.832,169.138,2.601,0.949,0.827,0.122,-20.881,-6999,1.153,-6999,2.675,-0.024,0,0.589,5,0,95.807,97.102,383.269,0.005,19.288,30.559,-62.634,0,0,-6999,-6999,1.397,151.96,213.198,0.703,0.398,0,383.296,29.6,-6999,-9999,-6999,-6999
2005,0,17.97917,17,2330,0.476,-22.878,167.915,2.463,0.746,0.808,-0.061,-39.768,-6999,-0.211,-6999,2.842,-0.071,0,0.533,5,0,96.204,97.014,383.199,0.004,19.253,30.556,-61.926,0,0,-6999,-6999,1.387,152.605,213.145,0.7,0.385,0,383.155,29.6,-6999,-9999,-6999,-6999
2005,0,18.00000,18,000,0.489,-23.375,174.5,2.505,1.306,1.354,-0.047,-32.5,-6999,1.63,-6999,2.759,-0.038,0,0.569,5,0,97.964,96.986,382.876,0.002,19.216,30.554,-60.87,0,0,-6999,-6999,1.289,152.58,212.163,0.687,0.359,0,382.665,29.6,-6999,-9999,-6999,-6999
2005,0,18.02083,18,030,0.502,-23.405,173.631,3.007,0.195,0.035,0.16,-40.087,-6999,-0.774,-6999,2.884,-0.126,0,0.478,5,0,98.957,96.942,383.292,0.001,19.18,30.552,-60.205,0,0,-6999,-6999,1.289,153.529,212.446,0.688,0.328,0,383.304,29.6,-6999,-9999,-6999,-6999
2005,0,18.04167,18,100,0.495,-22.979,178.534,2.97,0.251,-0.152,0.403,-48.784,-6999,-1.22,-6999,3.218,-0.22,0,0.396,5,0,98.112,96.882,383.709,0.002,19.145,30.55,-57.506,0,0,-6999,-6999,1.475,157.272,213.305,0.7,0.302,0,383.637,29.6,-6999,-9999,-6999,-6999
2005,0,18.06250,18,130,0.511,-22.395,176.008,2.589,-0.334,-0.2,-0.133,-41.458,-6999,-0.795,-6999,3.553,-0.28,0,0.325,5,0,94.395,96.899,383.546,0.006,19.106,30.545,-56.426,0,0,-6999,-6999,1.441,160.377,215.363,0.711,0.281,0,383.444,29.6,-6999,-9999,-6999,-6999
2005,0,18.08333,18,200,0.551,-22.429,176.825,2.989,1.035,1.06,-0.024,-47.999,-6999,1.581,-6999,3.385,-0.111,0,0.493,5,0,92.975,96.882,383.55,0.008,19.07,30.543,-61.485,0,0,-6999,-6999,1.353,155.145,215.278,0.701,0.333,0,383.525,29.6,-6999,-9999,-6999,-6999
2005,0,18.10417,18,230,0.571,-22.615,182.237,2.953,-0.467,-0.37,-0.097,-40.997,-6999,-0.232,-6999,3.218,-0.103,0,0.507,5,0,93.094,96.862,383.505,0.007,19.035,30.539,-60.737,0,0,-6999,-6999,1.255,155.609,215.092,0.692,0.338,0,383.586,29.6,-6999,-9999,-6999,-6999
2005,0,18.12500,18,300,0.484,-22.665,175.402,2.61,0.769,0.689,0.08,-39.29,-6999,-1.004,-6999,3.135,-0.047,0,0.574,5,0,92.554,96.82,383.594,0.008,19,30.536,-59.6,0,0,-6999,-6999,1.264,156.397,214.734,0.686,0.361,0,383.51,29.6,-6999,-9999,-6999,-6999
2005,0,18.14583,18,330,0.526,-22.911,167.493,2.62,-0.133,-0.292,0.159,-36.605,-6999,-0.096,-6999,3.009,-0.118,0,0.506,5,0,92.753,96.78,383.8,0.008,18.964,30.534,-56.076,0,0,-6999,-6999,1.196,159.608,214.489,0.675,0.337,0,383.732,29.6,-6999,-9999,-6999,-6999
2005,0,18.16667,18,400,0.613,-23.446,168.236,2.847,1.134,0.793,0.342,-31.858,-6999,0.101,-6999,2.884,-0.079,0,0.554,5,0,94.426,96.721,384.301,0.006,18.929,30.53,-47.243,0,0,-6999,-6999,0.903,168.29,214.631,0.659,0.354,0,384.408,29.6,-6999,-9999,-6999,-6999
2005,0,18.18750,18,430,0.667,-23.288,170.583,3.528,-0.756,-1.017,0.262,-43.681,-6999,-3.584,-6999,2.884,-0.115,0,0.52,5,0,95.569,96.641,384.565,0.005,18.895,30.527,-47.505,0,0,-6999,-6999,1.06,169.333,215.78,0.672,0.342,0,384.57,29.6,-6999,-9999,-6999,-6999
2005,0,18.20833,18,500,0.895,-22.83,175.986,4.096,-0.155,0.08,-0.234,-52.083,-6999,-3.617,-6999,2.884,-0.069,0,0.567,5,0,94.576,96.55,384.295,0.006,18.86,30.525,-46.055,0,0,-6999,-6999,1.01,172.853,217.899,0.69,0.358,0,384.406,29.6,-6999,-9999,-6999,-6999
2005,0,18.22917,18,530,0.815,-22.539,180.274,3.495,1.154,1.171,-0.016,-32.671,-6999,-2.412,-6999,2.884,-0.114,0,0.519,5,0,92.599,96.524,384.322,0.008,18.826,30.523,-25.972,0,0,-6999,-6999,0.653,195.683,221.002,0.694,0.342,0,384.296,29.6,-6999,-9999,-6999,-6999
2005,0,18.25000,18,600,0.734,-22.393,173.974,3.152,2.15,2.011,0.14,-24.582,-6999,-1.94,-6999,2.675,-0.083,0,0.544,5,0,92.053,96.463,384.496,0.009,18.792,30.519,-11.81,0,0,-6999,-6999,0.393,211.98,223.398,0.7,0.35,0,384.485,29.6,-6999,-9999,-6999,-6999
2005,0,18.27083,18,630,0.682,-21.996,169.293,3.007,0.604,0.705,-0.1,-19.464,-6999,-1.037,-6999,2.633,-0.15,0,0.483,5,0,90.552,96.369,384.415,0.01,18.758,30.517,-17.219,0,0,-6999,-6999,0.534,207.859,224.545,0.71,0.33,0,384.509,29.6,-6999,-9999,-6999,-6999
2005,0,18.29167,18,700,0.776,-21.398,168.552,3.509,0.583,0.844,-0.261,-32.356,-6999,1.096,-6999,2.633,-0.123,0,0.512,5,0,88.538,96.268,384.106,0.013,18.725,30.513,-35.206,0.13,0.233,-6999,-6999,1.152,190.639,224.927,0.734,0.34,0,384.128,29.6,-6999,-9999,-6999,-6999
2005,0,18.31250,18,730,0.888,-21.53,170.387,3.618,-0.756,-0.793,0.037,-25.368,-6999,-1.309,-6999,2.633,-0.168,0,0.468,5,0,89.708,96.172,384.344,0.012,18.691,30.51,-16.234,12.271,11.992,-6999,-6999,3.71,200.743,225.259,0.744,0.325,0,384.049,29.6,-6999,-9999,-6999,-6999
2005,0,18.33333,18,800,0.943,-20.822,172.994,4.176,0.615,0.524,0.091,16.843,-6999,-2.269,-6999,2.55,-0.121,0,0.503,5,0,88.631,96.106,384.297,0.014,18.659,30.508,67.826,108.145,87.824,-6999,-6999,20.465,231.15,230.684,0.761,0.336,-0.313,384.095,29.6,-6999,-9999,-6999,-6999
2005,0,18.35417,18,830,0.928,-19.939,179.181,3.52,1.294,1.365,-0.07,-3.743,-6999,-0.122,-6999,2.633,-0.219,0,0.409,5,0,85.158,96.017,384.173,0.019,18.628,30.503,48.036,77.699,40.517,-6999,-6999,10.449,253.522,235.554,0.795,0.306,-0.313,384.406,29.6,-6999,-9999,-6999,-6999
2005,0,18.37500,18,900,0.844,-18.797,170.493,3.908,0.696,1.226,-0.529,20.124,-6999,4.173,-6999,2.968,-0.346,0,0.258,5,0,81.134,95.915,383.407,0.027,18.596,30.501,88.871,149.353,99.051,-6999,-6999,25.561,255.829,240.448,0.829,0.263,-0.313,383.595,29.6,-6999,-9999,-6999,-6999
2005,0,18.39583,18,930,0.97,-17.766,175.131,4.033,-0.152,-0.205,0.053,35.301,-6999,-1.223,-6999,3.135,-0.374,0,0.23,5,0,78.012,95.818,383.588,0.034,18.567,30.499,90.726,220.214,101.601,-6999,-6999,26.701,260.383,244.558,0.895,0.256,-0.313,383.566,29.6,-6999,-9999,-6999,-6999
2005,0,18.41667,18,1000,1.086,-16.437,178.13,4.244,-0.403,-0.545,0.143,11.354,-6999,-2.403,-6999,2.842,-0.225,0,0.37,5,0,80.979,95.779,383.78,0.033,18.539,30.496,93.993,204.404,110.014,-6999,-6999,29.556,262.421,248.885,1.054,0.294,-0.313,383.793,29.6,-6999,-9999,-6999,-6999
2005,0,18.43750,18,1030,1.042,-15.285,178.435,4.084,0.822,0.684,0.139,32.119,-6999,0.952,-6999,2.55,-0.219,0,0.379,5,0,84.282,95.668,383.927,0.03,18.512,30.492,92.418,240.414,110.796,-6999,-6999,29.482,264.408,253.304,1.187,0.297,-0.313,383.841,29.6,-6999,-9999,-6999,-6999
2005,0,18.45833,18,1100,1.147,-14.261,174.376,5.13,0.014,-0.091,0.106,42.604,-6999,3.587,-6999,2.341,-0.174,0,0.425,5,0,83.803,95.53,384.128,0.034,18.485,30.489,135.8,309.08,177.675,-6999,-6999,47.043,262.88,257.713,1.261,0.311,-0.313,384.041,29.6,-6999,-9999,-6999,-6999
2005,-1,18.47917,18,1130,-9999,-13.357,175.424,6.166,-9999,-9999,-0.083,-9999,-6999,-9999,-6999,2.132,-0.218,0,0.378,5,0,78.875,95.335,384.056,0.047,18.461,30.485,113.068,321.317,139.528,-6999,-6999,37.406,271.454,260.508,1.27,0.297,-0.313,383.948,29.6,-6999,-9999,-6999,-6999
2005,-1,18.50000,18,1200,-9999,-12.94,182.028,6.393,-9999,-9999,-0.062,-9999,-6999,-9999,-6999,1.923,-0.174,0,0.409,5,0,75.304,95.27,383.895,0.057,18.438,30.482,92.807,255.36,113.914,-6999,-6999,30.863,271.294,261.538,1.277,0.306,-0.313,383.949,29.6,-6999,-9999,-6999,-6999
2005,-1,18.52083,18,1230,-9999,-13.022,181.963,6.601,-9999,-9999,0.041,-9999,-6999,-9999,-6999,1.881,-0.22,0,0.358,5,0,75.649,95.141,383.828,0.055,18.417,30.48,84.054,224.347,111.835,-6999,-6999,30.385,263.701,261.099,1.287,0.291,-0.313,383.963,29.6,-6999,-9999,-6999,-6999
2005,0,18.54167,18,1300,1.404,-12.666,182.682,5.492,-0.431,-0.485,0.054,49.308,-6999,5.985,-6999,1.63,-0.158,0,0.406,5,0,75.239,95.068,383.959,0.058,18.397,30.477,74.78,217.17,89.698,-6999,-6999,24.323,271.81,262.405,1.312,0.305,-0.313,384.054,29.6,-6999,-9999,-6999,-6999
2005,-1,18.56250,18,1330,-9999,-12.148,179.055,6.11,-9999,-9999,-0.003,-9999,-6999,-9999,-6999,1.63,-0.19,0,0.367,5,0,74.518,94.918,384.024,0.062,18.38,30.474,48.627,148.044,55.51,-6999,-6999,15.135,271.988,263.737,1.383,0.294,-0.313,383.984,29.6,-6999,-9999,-6999,-6999
2005,-1,18.58333,18,1400,-9999,-12.979,177.718,5.803,-9999,-9999,0.317,-9999,-6999,-9999,-6999,1.63,-0.133,0,0.408,5,0,91.543,94.77,384.436,0.02,18.364,30.47,15.835,74.831,26.326,-6999,-6999,7.198,256.728,260.022,1.759,0.306,-0.313,384.457,29.6,-6999,-9999,-6999,-6999
2005,-1,18.60417,18,1430,-9999,-13.423,171.106,5.933,-9999,-9999,0.306,-9999,-6999,-9999,-6999,1.63,-0.17,0,0.365,5,0,100,94.615,384.887,0,18.351,30.467,10.071,43.407,18.011,-6999,-6999,5.077,255.54,258.405,2.016,0.293,-0.313,384.818,29.6,-6999,-9999,-6999,-6999
2005,-1,18.62500,18,1500,-9999,-13.164,172.073,5.873,-9999,-9999,0.222,-9999,-6999,-9999,-6999,1.63,-0.119,0,0.412,5,0,100,94.422,385.244,0,18.339,30.465,11.528,42.575,18.191,-6999,-6999,5.287,257.847,259.224,2.098,0.307,-0.313,385.119,29.6,-6999,-9999,-6999,-6999
2005,-1,18.64583,18,1530,-9999,-12.585,174.281,5.931,-9999,-9999,0.204,-9999,-6999,-9999,-6999,1.797,-0.134,0,0.38,5,0,100,94.276,385.472,0,18.328,30.462,8.411,30.371,12.295,-6999,-6999,3.599,261.03,261.315,2.204,0.297,-0.313,385.479,29.6,-6999,-9999,-6999,-6999
2005,0,18.66667,18,1600,1.193,-12.388,180.368,5.667,0.001,-0.212,0.214,-10.016,-6999,-0.949,-6999,1.881,-0.066,0,0.431,5,0,100,94.242,385.723,0,18.319,30.459,0.132,12.046,4.343,-6999,-6999,1.352,259.033,261.893,2.264,0.313,-0.313,385.725,29.6,-6999,-9999,-6999,-6999
2005,0,18.68750,18,1630,1.227,-12.281,184.497,4.902,-0.296,-0.668,0.372,-30.201,-6999,-2.667,-6999,1.964,-0.159,0,0.332,5,0,100,94.196,386.289,0,18.309,30.453,-3.015,1.205,0.316,-6999,-6999,0.245,259.196,262.283,2.302,0.283,-0.313,386.393,29.6,-6999,-9999,-6999,-6999
2005,0,18.70833,18,1700,1.269,-12.02,185.402,5.403,-1.31,-1.387,0.077,-19.867,-6999,-1.486,-6999,2.59,-0.28,0,0.194,5,0,100,94.159,386.329,0,18.305,30.454,-3.501,0.01,0,-6999,-6999,0.131,259.729,263.101,2.349,0.247,0,386.388,29.6,-6999,-9999,-6999,-6999
2005,0,18.72917,18,1730,1.266,-11.439,189.232,4.785,-1.581,-1.585,0.005,-31.062,-6999,-0.767,-6999,2.883,-0.241,0,0.213,5,0,100,94.146,386.376,0,18.3,30.45,-2.795,0.001,0,-6999,-6999,0.229,262.739,265.307,2.498,0.252,0,386.358,29.6,-6999,-9999,-6999,-6999
2005,0,18.75000,18,1800,1.002,-10.951,189.549,4.039,0.203,-0.126,0.33,-15.751,-6999,-0.94,-6999,2.883,-0.075,0,0.382,5,0,100,94.126,386.844,0,18.296,30.448,-2.927,0,0,-6999,-6999,0.2,264.433,267.161,2.613,0.298,0,386.967,29.6,-6999,-9999,-6999,-6999
